address,collection_id,balance,AGIX
addr1qxje2may666q0gjxr80n2sr26ct8saqktffe3jxs9n9dfmk698dgx4xvt26fyx5ld0wcu837rckaq0rs5h4039f970mslq9wke,679,800000000,8.00000000
addr1qy0cnzy4p4lmg0cwpahj4w6txhrze0hzv5pg43sjz7zyywc4fjvrsrsed7e6xnsmctpg2z807ta4d2l5xt4kfevtfw6qje2r0m,680,0,0.00000000
addr1q8wvh2txq46r8dyjqrw00qnpn3atnh3ewerc7yau63aua42fsxdfpc7ncvyukdy5uxpm9d3asklzxu33gyvc4c8guepsukwpzf,680,20400000000,204.00000000
0x66d51b0ac753765eb8133608374f446bfb1a10fb,682,204000000000,"2,040.00000000"
addr1qx6ug0mek4fpluzc4fxeduu0rl6c74j4hpudz49ykf0f8upvllkejze5n2mydr7tmdq4gqzckt4uhh7g63guekcmmvwqysasfl,683,0,0.00000000
0xb732e1754ca477e257e2908a87919cafc5933583,684,1006792240275,"10,067.92240275"
addr1q8sntucvn3w9wtvalf4ac0fq7kzq85truma3rt4wtqa83u83xn0efm5zkj0604fk6xa6xmax5ww0lw2xs4jt2uh8ajysr0c6kd,685,0,0.00000000
addr1qywk2r75gu5e56zawmdp2pk8x74l5waandqaw7d0t5ag9us9kqxxhxdp82mrwmfud2rffkk87ufxh25qu08xj5z6qlgs96hv9k,686,26000000000,260.00000000
addr1qyq9atus4ejnzk8jwzw27xygrkq2zzmrpxshxsaecmsxh47x4wczsyuypqk36fhu6xrkarl0j8dretggma5uvhhn4dwqe7fmtl,687,0,0.00000000
0xc4a877840a7ccad2e6763f9b1722a415134f2b22,687,0,0.00000000
addr1qyz98qq5v2xl8t0e7cnulfuftn5xg84420pe7rlcmppflg4pcwpy8h3y3x59wxf3av5p8serdphsye9sa82ve3wqcujs234dxr,689,50000000000,500.00000000
0x67b28778cb5f529ce055a8217e1c22c3dbbcc1dd,690,0,0.00000000
addr1qxytdk02xmrf4hndw72gncnjh246yawl4uf6l9afj2mx4c47cu3y4whpd5xrg763y5luz2424xm32uhgv8nkcus3k8cse63jl6,691,0,0.00000000
0xc9fd30ebcb820b24969f618c26ea23a264a0b554,692,0,0.00000000
addr1qxav0al2trmjdq2fsw702txjv0xzc9thx8nz4hqq5re45crcnva9jtkypfgt2jzspgkdw2q3zl2xualegvf0995t8l0sjvns5c,693,0,0.00000000
addr1q8lyyr44ep7hhtxt6a6csvs7vmqar5z2ywz32jp96mfvmvj06dlqdpl8jh6c9jveehkn0n4p3g5kxu6gveae4xcag4uq6cxc7h,694,56300000000,563.00000000
addr1qywsts794gqp00dgzepwww297sf4dhuaxqfsul5eajl5824u23uagvqvax6anvp45eqpg52ysyzxqm2hl9urdt34v5zs2r90hj,695,203600000000,"2,036.00000000"
0xa52009e564be0b979c1349f254b9872098b25fe0,696,36115645217,361.15645217
0x4f6e3f64607a81207f3222201ff5dca5f4d5910c,697,0,0.00000000
addr1qx3gx4apn57t68dp38vdajj9ye6phexfdf5w4yjmm2luhzwk23rd90mftusnj04jlq66klp76hhqqaty9a5j8gghc0gqzzvr9k,698,0,0.00000000
0xd4604fcc44a6a0ad2fb1e9ab4421d6428a020b0c,699,0,0.00000000
addr1qxj3zwgchhkmtzql7dld83x529ql3n9pv9tnkh3tu5r37a0x6zeram7dhx4r5tudf6cge7ptaq6slme2vmc7ne7z083sd62n70,700,1313592138694,"13,135.92138694"
addr1qyave7rs0jxtydrtj7tayvwdkdw8ywncw95lpng83nahp9slk52l96c324rhpxmz65hd62jachh66nk8zhn5epcj740qx8x4tu,701,0,0.00000000
addr1q9553sy0t6xz9nr74sulj363frej2my6g2qvp3h0lcu82ennxuel5ljs2l32rq47l5k0l7t7cnekpsf3t7crqqq6ap3sdrtkun,702,7334300000000,"73,343.00000000"
0x092c1d175b43ba2929011c6323ee3aff24fc1262,703,1413264210554,"14,132.64210554"
0x088b56b08c39485fb5d54bb576e3599cf15c8437,704,1945800000000,"19,458.00000000"
0x72ee23335d6ed7f9715819b4b53b8a55e0a90c83,705,1312828621021,"13,128.28621021"
0x8307bf58b3859c86e2496aa6026187436feacc11,706,30909482874,309.09482874
0xad5acd7df7c9ae4c2cea7808bada2abb9b5aa85a,707,21542092242,215.42092242
addr1qyrau6c0983uz97lhfpu455mj96vwcxgfk7ch4phm96nx69j6mx34yjh5t89d9s0ck2nv9eamprwaar7s5t6ep2neursfpdegj,708,99963655679,999.63655679
0x4ceedf5a8e418ae133c4bdc628c6cc190f3fadf2,709,63444000000,634.44000000
0xf4d2c3b05f5ed1da4898b1bf94655f610a7878f0,710,13105000000,131.05000000
0x5848baee39055807acc6703c892d6ccd305cf41c,711,102918000000,"1,029.18000000"
addr1q8y2sjpdyud7f7umue7el2fxxt3fmeu6984p9hq0ze0c7yshsye685ml73ehs98wxv7vgsq2v0x9lxpe5d7qrh6805fs8t7zj8,714,0,0.00000000
addr1q8cefyk570s46e8urdpztu7tsknwfxlfy4nwg5l7d5kcvwudtfhdv3dq4lh5cseray97sgpjvgfve2wfk4u66dfuak5qkrxfh9,715,4188156523,41.88156523
0x5aea98cc9c588db94e3cb00ebb5ad98628961d5a,716,0,0.00000000
addr1qxffc6stjvyuqakj7zygccxh0pmvtp3qtzmy604gz4qapdpezqcp62tcjf8t28tvur3frytf7y0j2aw3mdwz7fhnj3eqfudwhy,717,0,0.00000000
addr1q95t8zxjgyfc54d2hfwgktd75ep7g57mx3xp4jva4k7xt8gppu9v3tjdy78hxtpf527chtxav08y7r9e6tgyrfcmxk9q3q3e2z,718,0,0.00000000
0x25ec1ea4a06b364ec0a62e99fa95cb56da41cf6c,719,0,0.00000000
0x52e0230404ce3367470e71aca8806fe2a0b741e7,720,0,0.00000000
0xa4bd0bd50f12e43796ec8c50d66eef484900a7b4,721,111000000,1.11000000
0xf7616e2c6e46fa2abae437a36776c29e7f2466eb,722,30000000,0.30000000
0x23ce20b860fee415ed225456e6b5721855a0479d,723,0,0.00000000
0xad4a008e417f37640803d2e976052a9c1cbf7110,724,0,0.00000000
0xe52d1af9a8f1133e771f7c6c48dfc394a9ef7fb7,725,10000,0.00010000
0x93f7f8756e189dc03596e950b7ecb8a81bd01d1a,726,0,0.00000000
0xe497cce118a1650948175b3dbe73938a5180ade9,727,0,0.00000000
0x609f920a3558efebb13d69751408096cd5237a1b,728,0,0.00000000
0xf0f8c42b42e30a4a1d62a2e674935594eb3123cd,729,0,0.00000000
0xfa67a8e886b72f10dd1932855c85e19c966cafce,730,0,0.00000000
addr1q9laqyfdt3fwh4j8446vf5kgatpf7g3te8rtewhnmskvhzt3esnpt5nlfpnc7kk3gsujqsmycthca4ysdld4s9n85hus98avtg,731,355950982157,"3,559.50982157"
addr1qxpny70cktm79pejdwaef34c9xcpxdgye0te75k6ntqefclpsqelycsgu2pv48zsg9lknud70ehvactdqxk76yucxlxql5s36a,733,32180544000000,"321,805.44000000"
addr1qxhr48hnkamn2ej8qm3vz6v97f6ke2t68tuw997zz9kx5ez6uc5qvprhhg2s0k3fgs5lkae5p33e2qr9hac43fam07hs3c5ysj,734,595314725090,"5,953.14725090"
0xd5ff9264b2d47767c6124af2d8876b9de1c18230,735,200000000,2.00000000
0xeec8cf75a46de32630b6c51a1de46f55eea7630b,737,300000000,3.00000000
0x60e538746902a52f14343c8ffe4ed57a68fa97b5,738,200000000,2.00000000
0x8bde3467f44dc846e2af2a4c49377eba45d5c137,739,300000000,3.00000000
0xb1696f8a8e159382ab85578f9eb72b55b7ec947a,740,33526000000,335.26000000
0x9792e1a58bc14fe997d27cf6a37bbdaff97a83bd,741,97962099467,979.62099467
0x1caefdfd7834cb7badcfb55998930bae0f096832,742,500000000,5.00000000
0x46efb4aba7427a9bae2cf88146f931c2736c7f04,743,200000000,2.00000000
addr1q8v9n26504q2shscuq95t5zq6d2xnndm9rxt6q38lh35egnpee3tq47wyftlu5tjnqk92kql7da6y7k6eg4me5r7cy7qnrvjc7,744,0,0.00000000
0x1c089c4447e7b75a83cbd18b5517345ee1a424d2,745,271713989151,"2,717.13989151"
0xc7630a7870502f32f50a067cb8ff82e48108593c,746,0,0.00000000
0xe4fe3c41702a8e27014ae8651cd562e11d668d8f,747,300000000,3.00000000
0x84815019f4d91f68c85635f5e57533754bb6a55d,748,200000000,2.00000000
0x43f240b6629965238ce64cee67925f89a7a7811e,749,300000000,3.00000000
0x4492ddbb15a6f9e1bbdd0e163d6af0ce830227ef,750,200000000,2.00000000
0xe0730fe02de14b94d4bb99797b03bfcfe409153f,751,200000000,2.00000000
0x24047157ce924f0c223fd647475610fb0b794507,752,200000000,2.00000000
0x358f6471aad12b09b498b4137f581f5c0f77c15b,753,300000000,3.00000000
addr1qx2v9gumq6x65ky3mk9l6y3lesjjymzx8gvqy4f5w6gv02qaljzzxzlj7clrplqtccjy94hcr6s9jtr5zhjcptyzwlds55mckn,754,0,0.00000000
0x6b22b49e61fab81d107ed6e5831f50f8d3d31459,754,2936796200000,"29,367.96200000"
0x51805e7077d78bab37a9e5aeb0303c071b1fca54,754,4022546360000,"40,225.46360000"
0xe4e494dbf66e81b63f8e94a654090fbb399a1a61,754,17133906060000,"171,339.06060000"
0xe7aa81d0dd6ae12d3402b5322d5cef191898d6e3,755,200000000,2.00000000
0x536b930fd8d02141edc407b4a1d2f48874048f66,756,300000000,3.00000000
0xd89db935fcb7aca501f809b1849e81a835d7c2de,757,300000000,3.00000000
0x8f474fbab35c3b5c186f7a435f01dde615bf7b8f,758,300000000,3.00000000
0x6a48e1ac5321921bcedb57ec4e535c28e9b917e2,759,300000000,3.00000000
0xd425aafa0ca3bd5e383362269e3c625a847bc3df,760,200000000,2.00000000
0x8cfa9e85fd5d5ece9ad204b35e407f93fdb345c4,761,200000000,2.00000000
0xc2c658d9e5615c3f01b0dca3297ea2efcf8463a3,762,300000000,3.00000000
0xdb2f46a1a922e6bb3d2ea4d0db46fbe4733a493d,763,200000000,2.00000000
0x2b6e5b17ef1ee0bd203149aa3d8d9febeb7ff58c,764,200000000,2.00000000
0xd2ac40bf4a96ec303c2c69c3fea6d5ffdc708153,765,100000000,1.00000000
0x601e49422c569d20a1969a76b85f3a4c07398308,766,100000000,1.00000000
0x8ca98463a4605fdc6433b783b330b217a5974dd0,767,200000000,2.00000000
0x3cc7821280d58d9d09fcb4bee8194a4df15fe8b7,768,200000000,2.00000000
0xf4243adac7bddb4f38ddfdd7f8057f2f2e2b553b,769,200000000,2.00000000
0x245e8dd081b1ce6ab6645c5c5acb10d2bfd9997c,770,200000000,2.00000000
0x6d5aad66da66a2d7eb16f1204bd86b72b24a4af6,771,100000000,1.00000000
0xdee6206f2b5044fece305c248f479be89a8e9bd9,772,200000000,2.00000000
0x465dc2e3b99be750617b1c42bff56c000d16c503,773,100000000,1.00000000
0x900399e6197a7eb21d1a265525a0f20d38f92172,774,200000000,2.00000000
0x1117f4381c8b0ceae58943639d9f224b61ef0865,775,300000000,3.00000000
0x2deba596cc1285d2bbea7485f7885e6388813daf,776,200000000,2.00000000
0x906db483c856841e2fa6ca282b40a635fa605cae,777,200000000,2.00000000
0x4b7310267de93198cedb8690ba4314677a3b2a04,778,200000000,2.00000000
0xb81e699d6840ad49ffd47159ed2119978538c9a1,780,200000000,2.00000000
0x1a7dc1386a4a445a3297277f4d62a2152cad3ca5,781,100000000,1.00000000
0xdd86b49983996bc28bf06a9b31b189e2b1108df3,782,100000000,1.00000000
0x1dde1868c01fede4d7d869acce01b9618cdb288f,783,200000000,2.00000000
0x482394af281b222e7087eba9aed2fcc903889136,784,200000000,2.00000000
0x06d3b3030b1c31c27bc282f3c287a3611e5d4363,785,33625000000,336.25000000
0x6944a447b03d397c9187cdbdf8d86975adeee716,787,300000000,3.00000000
0x2c5c9699f6c487600019b906024c9f748abe666a,788,0,0.00000000
0x14ff805a99c11e28d16331daacd7d143362a1b69,789,44778910686,447.78910686
0xb0048ba46f37168b580158ea9992664eaf528444,790,42447000000,424.47000000
0xef01e0e3f5b1ff547626f682e6f9d77e378e8065,791,58206400813,582.06400813
0x3032695c793fda39280a3253cdf55ebbe4ade332,792,200000000,2.00000000
0x3b2951c77b7915c51753a78bf107007dc9351efe,793,200000000,2.00000000
0x7068fe1ee67b33a0e47f1037b0daab86c788bbe7,794,100000000,1.00000000
0x13935b4689240eba73f2d761ff2517ee6f53747d,795,200000000,2.00000000
0xb28cfafe2a80e69918c5defabf3a2fa603b05f1e,796,100000000,1.00000000
0x38602cdcaded12d5bad69059567d48e0a505664f,797,200000000,2.00000000
0xaab118db048e527ee3034856f6d68831cc68cc83,798,200000000,2.00000000
0x751027bffae82b6c39a5fb61a7e97724aa6732d4,799,100000000,1.00000000
0xea7f57123fa6cfa663672f10820606e690130d35,800,100000000,1.00000000
0x983d124de25a968071792a34ade43293fa8fdfc2,801,200000000,2.00000000
0x0f1a8200a10cd33d19f41fb3201a240f4bb01efe,802,200000000,2.00000000
0x1c7e0cbe5b6874564f189c39a6566f8ccadda6d9,803,100000000,1.00000000
0xd2a178fb606cedca6539f8a318d40f330c162fab,804,200000000,2.00000000
0xd78d70dfd4c6a0b37888dac9ac6f3ec9d19b9aa2,805,200000000,2.00000000
0x944d1b21f0a51585f86b9d4512892d26f9ef6b3f,806,200000000,2.00000000
0x86cd32885997b8374b8e29b8d668155f22de6bc3,807,200000000,2.00000000
0x8c284dee5cf01a864b5419ec9154d81e76cd47d9,808,300000000,3.00000000
0xeba2683b2fc00d46ff8e1919644d7aed46ce891a,809,200000000,2.00000000
addr1q8k2s03v067zzuwkf2ngxajd0f79d7fuepsk7uvug2yc84lxntkecgqylm9wptvn09l7ffq90aq5km8j76g9u2yedspqvv3crg,810,3097596000000,"30,975.96000000"
0xd347271769825a9ce63bb15bb7b1b5c84491dc3d,811,200000000,2.00000000
0x7ff93b2f3d3991366585c3ec9f505832106c44a4,812,200000000,2.00000000
0x8437d9d5c1a31724d308c48b317774b1ad065491,813,200000000,2.00000000
0x3b66ff618daf263793b15dd869b274a864923356,814,200000000,2.00000000
0x331ca560d01b4ffca68b363c637be5da407aeb9f,815,200000000,2.00000000
0x24bcc4172deba840a682a040b068a33e863b8f71,816,300000000,3.00000000
0x4d7ef0c851adf485f8de783b218932e2de35e275,817,200000000,2.00000000
0xf72ae66027e70ed0ea2e30b0a3ad3a21047c42cc,818,400000000,4.00000000
0xb63d58a934eb25f00bb1d3042cea3eeefe83af74,819,0,0.00000000
0x7d1091ea14a569f8402167ae6f4e3ecc986af022,820,0,0.00000000
0xb024d6ffbe2303c86b73d38fb35d487bf198704e,821,0,0.00000000
0x8e18c28bb7cb601e04924fda63ad78a8c0a34551,822,0,0.00000000
0x326d0e23f3b698035b912da0f56cc6964d356463,823,0,0.00000000
0xf5bcfbc38ec1498e369fcbabac2709fc67144bd0,824,246500000000,"2,465.00000000"
addr1q9d28v3c3klccvq5kzq5ysse0rgekxl3ak54yrrw4qmewd884hdqtgvr9q0cmlu7zrtmskg7jss425z3tup3v7sdt43ssjw52f,825,0,0.00000000
0xcfee51a0bdd2edb9b2a2e78690d7aaed6ff85fe4,826,0,0.00000000
0xf3e00865da45266b1af0b3401201f13b61b0bb92,830,24387098813,243.87098813
0x8583fd0dae3c879f842c3c8079200ebe727b4710,831,10124046441337,"101,240.46441337"
addr1qyrj8kzwtl2mlckuu5rznj0t3hc25nc322hmqgj2xtkjme4lpmzamldmkv30mh3qa2scevnsxe2kn4f2a7fmhtetltusu6dpgv,832,258196000000,"2,581.96000000"
addr1qxxwkxve2z3m07k60xxauq25c2ayzfqcf4yu8sqx5c0hnnetuuavn0f9afnku4kadme00cskagm3tyytjxyxylvgwswqpfwaf6,834,2434100000000,"24,341.00000000"
0x253d1fdc173f9e1fb123638cdd7e653544a45182,835,102063726630343,"1,020,637.26630343"
0x7cf6598368f643b3df3e9ae6298f7dcb579c15bf,837,60000000000,600.00000000
addr1qyrz4qfltmf73fcu38x3grekvd39npnvzwkwkuglgg0y0xq2teafc52jswmu8kuzzuh5h5pg8ky7e3f3fd6nun87wcwqpgqg9n,838,160773775007,"1,607.73775007"
addr1qyxheakmjuafs6624pq2g2mqfkcsd460pw5e2kn5hdwj6qk0uprvkk4tnn7dhypqhgpl7ajqpfrelc9es76hj9dpe62qrauu23,839,0,0.00000000
addr1qy8n3nw9gflq5wa8y800pmtj8v25m6m2ue3eg5e9lzx3cuxxghcg52uzxlynst2l068g4snkvavfdmfl6r50nq6myu5sp0tu5f,840,117540702112,"1,175.40702112"
addr1q86jxgxnml60feujwaqcfewx526qx326y0tsym0vtruf5672qxcldg84n4uqkla54nzjxvel2zrnuc09q2ns06s2emvsmxl72l,841,24999996000000,"249,999.96000000"
0x16317cc84fe2d29d54f52ac6d74953df0681e7b0,842,18881000000,188.81000000
0xe2bba586a2b40a1a16c1b4fc2e7cfbf43eca9200,843,88661000000,886.61000000
